	点	3538	1	0
	点	3538	2	0
	点	3621	0	0
	点	3702	3	0
	点	3785	1	0
	点	3785	2	0
	点	3868	0	0
	点	3949	3	0
	点	4032	0	0
	点	4032	2	0
	点	4114	1	0
	点	4197	3	0
	点	4278	0	0
	点	4278	1	0
	点	4361	2	0
	点	4444	3	0
	点	4526	0	0
	点	4526	1	0
	点	4608	2	0
	点	4690	3	0
	点	4773	0	0
	点	4773	1	0
	点	4854	2	0
	点	4937	0	0
	点	5020	1	0
	点	5020	3	0
	点	5102	2	0
	点	5184	0	0
	点	5266	2	0
	点	5266	3	0
	点	5349	1	0
	点	5432	0	0
	点	5513	2	0
	点	5513	3	0
	点	5596	1	0
	点	5678	0	0
	点	5760	1	0
	点	5760	3	0
	点	5842	2	0
	点	5925	0	0
	点	6008	2	0
	点	6008	3	0
	点	6089	1	0
	点	6172	3	0
	点	6254	1	0
	点	6254	2	0
	点	6337	0	0
	点	6418	3	0
	点	6501	1	0
	点	6501	2	0
	点	6584	0	0
	点	6665	3	0
	点	6748	0	0
	点	6748	2	0
	点	6830	3	0
	点	6913	1	0
	点	6994	0	0
	点	6994	2	0
	按	6994	3	248
	点	7077	1	0
	点	7160	2	0
	点	7242	0	0
	点	7242	1	0
	点	7324	3	0
	点	7406	2	0
	按	7489	0	246
	点	7489	1	0
	点	7489	3	0
	点	7572	2	0
	点	7653	1	0
	点	7736	3	0
	点	7818	2	0
	点	7900	1	0
	点	7982	2	0
	点	7982	3	0
	点	8065	0	0
	点	8148	1	0
	点	8229	2	0
	点	8229	3	0
	点	8312	0	0
	点	8394	1	0
	点	8477	0	0
	点	8477	2	0
	点	8558	3	0
	点	8641	0	0
	点	8724	1	0
	点	8724	2	0
	点	8805	0	0
	点	8888	3	0
	点	8970	0	0
	点	8970	1	0
	点	9053	2	0
	点	9134	3	0
	点	9217	0	0
	点	9217	1	0
	点	9300	2	0
	点	9382	3	0
	点	9464	0	0
	点	9464	1	0
	点	9546	2	0
	点	9629	3	0
	点	9710	0	0
	点	9710	1	0
	点	9793	2	0
	点	9876	3	0
	点	9958	1	0
	点	9958	2	0
	点	10040	0	0
	点	10122	3	0
	点	10205	0	0
	点	10205	2	0
	点	10288	1	0
	点	10369	3	0
	点	10452	0	0
	按	10452	1	246
	点	10452	2	0
	点	10534	3	0
	点	10616	0	0
	点	10698	2	0
	点	10781	3	0
	按	10822	1	246
	点	10864	2	0
	点	10945	0	0
	点	11028	2	0
	点	11110	3	0
	点	11193	0	0
	按	11193	1	246
	点	11193	2	0
	点	11274	3	0
	点	11357	0	0
	按	11440	2	246
	点	11521	3	0
	点	11604	1	0
	点	11686	0	0
	点	11769	3	0
	点	11850	2	0
	点	11933	0	0
	点	11933	1	0
	点	12016	3	0
	点	12098	2	0
	点	12180	0	0
	点	12180	3	0
	点	12262	1	0
	点	12345	2	0
	点	12426	0	0
	点	12426	1	0
	点	12509	3	0
	点	12592	2	0
	点	12674	1	0
	点	12674	3	0
	点	12756	0	0
	点	12838	2	0
	点	12921	0	0
	点	12921	1	0
	点	13004	3	0
	点	13085	2	0
	点	13168	0	0
	点	13168	3	0
	点	13250	1	0
	点	13332	2	0
	按	13414	0	246
	点	13414	1	0
	点	13414	3	0
	点	13497	2	0
	点	13580	3	0
	点	13661	1	0
	点	13744	2	0
	点	13826	3	0
	点	13909	0	0
	点	13909	2	0
	点	13990	1	0
	点	14073	3	0
	点	14156	1	0
	点	14156	2	0
	点	14238	0	0
	点	14320	3	0
	点	14402	0	0
	点	14402	1	0
	点	14485	2	0
	点	14566	3	0
	点	14649	0	0
	点	14649	2	0
	点	14732	1	0
	点	14814	0	0
	点	14896	2	0
	点	14896	3	0
	点	14978	1	0
	点	15061	0	0
	点	15144	1	0
	点	15144	3	0
	点	15225	2	0
	点	15308	0	0
	按	15390	1	246
	点	15390	2	0
	点	15390	3	0
	点	15472	0	0
	点	15554	2	0
